date,title,our_price,competitor_a_price,competitor_b_price,competitor_c_price,avg_competitor_price,rating,in_stock,month,day_of_week,is_weekend,seasonal_demand,demand_score,sales_volume,revenue,optimal_price,price_gap_pct,season,price_vs_rating
2025-11-24,Set Me Free,12.04,11.58,11.11,13.12,11.94,3.2,1,11,0,0,1.35,1.4033,71,854.84,8.35,0.0084,4,3.76
2025-11-25,Set Me Free,12.26,11.61,11.14,13.1,11.95,3.2,1,11,1,0,1.35,1.3614,67,821.42,8.36,0.0259,4,3.83
2025-11-26,Set Me Free,12.76,11.58,11.19,13.16,11.97,3.2,1,11,2,0,1.35,1.2713,60,765.6,8.38,0.066,4,3.99
2025-11-27,Set Me Free,12.46,11.69,11.22,13.15,12.02,3.2,1,11,3,0,1.35,1.3362,66,822.36,8.41,0.0366,4,3.89
2025-11-28,Set Me Free,12.65,11.67,11.29,13.21,12.06,3.2,0,11,4,0,1.35,1.3081,65,822.25,8.44,0.0489,4,3.95
2025-11-29,Set Me Free,13.24,11.65,11.21,13.27,12.04,3.2,1,11,5,1,1.35,1.3826,67,887.08,8.43,0.0997,4,4.14
2025-11-30,Set Me Free,11.72,11.7,11.18,13.18,12.02,3.2,1,11,6,1,1.35,1.7154,89,1043.08,8.41,-0.025,4,3.66
2025-12-01,Set Me Free,12.22,11.66,11.15,13.1,11.97,3.2,1,12,0,0,1.5,1.5266,75,916.5,8.38,0.0209,1,3.82
2025-12-02,Set Me Free,11.86,11.64,11.17,13.12,11.98,3.2,1,12,1,0,1.5,1.6123,77,913.22,8.38,-0.01,1,3.71
2025-12-03,Set Me Free,11.45,11.66,11.2,13.11,11.99,3.2,1,12,2,0,1.5,1.7209,86,984.7,8.39,-0.045,1,3.58
2025-12-04,Set Me Free,12.46,11.6,11.22,13.11,11.98,3.2,1,12,3,0,1.5,1.4749,71,884.66,8.38,0.0401,1,3.89
2025-12-05,Set Me Free,11.85,11.51,11.18,13.15,11.95,3.2,1,12,4,0,1.5,1.6073,77,912.45,8.36,-0.0084,1,3.7
2025-12-06,Set Me Free,11.4,11.53,11.22,13.1,11.95,3.2,1,12,5,1,1.5,1.9825,99,1128.6,8.36,-0.046,1,3.56
2025-12-07,Set Me Free,12.72,11.67,11.22,13.17,12.02,3.2,1,12,6,1,1.5,1.6447,87,1106.64,8.41,0.0582,1,3.98
2025-12-08,Set Me Free,12.79,11.73,11.23,13.17,12.04,3.2,1,12,0,0,1.5,1.4212,73,933.67,8.43,0.0623,1,4.0
2025-12-09,Set Me Free,11.87,11.72,11.2,13.09,12.0,3.2,1,12,1,0,1.5,1.6161,81,961.47,8.4,-0.0108,1,3.71
2025-12-10,Set Me Free,12.06,11.64,11.21,13.07,11.97,3.2,1,12,2,0,1.5,1.5633,81,976.86,8.38,0.0075,1,3.77
2025-12-11,Set Me Free,12.89,11.7,11.21,13.06,11.99,3.2,1,12,3,0,1.5,1.3904,74,953.86,8.39,0.0751,1,4.03
2025-12-12,Set Me Free,12.3,11.72,11.21,13.11,12.01,3.2,1,12,4,0,1.5,1.5185,74,910.2,8.41,0.0241,1,3.84
2025-12-13,Set Me Free,12.23,11.9,11.19,13.16,12.09,3.2,0,12,5,1,1.5,1.7831,88,1076.24,8.46,0.0116,1,3.82
2025-12-14,Set Me Free,11.92,11.85,11.23,13.19,12.09,3.2,1,12,6,1,1.5,1.8686,93,1108.56,8.46,-0.0141,1,3.72
2025-12-15,Set Me Free,12.64,11.85,11.17,13.23,12.08,3.2,0,12,0,0,1.5,1.4607,68,859.52,8.46,0.0464,1,3.95
2025-12-16,Set Me Free,12.94,11.81,11.19,13.26,12.09,3.2,1,12,1,0,1.5,1.4009,67,866.98,8.46,0.0703,1,4.04
2025-12-17,Set Me Free,13.12,11.77,11.05,13.31,12.05,3.2,1,12,2,0,1.5,1.3581,64,839.68,8.43,0.0888,1,4.1
2025-12-18,Set Me Free,12.77,11.83,11.13,13.35,12.11,3.2,1,12,3,0,1.5,1.4388,74,944.98,8.47,0.0545,1,3.99
2025-12-19,Set Me Free,12.99,11.77,11.12,13.43,12.1,3.2,0,12,4,0,1.5,1.395,70,909.3,8.47,0.0736,1,4.06
2025-12-20,Set Me Free,13.29,11.87,11.12,13.47,12.16,3.2,1,12,5,1,1.5,1.5513,77,1023.33,8.51,0.0929,1,4.15
2025-12-21,Set Me Free,11.71,11.79,11.12,13.5,12.14,3.2,1,12,6,1,1.5,1.9428,100,1171.0,8.5,-0.0354,1,3.66
2025-12-22,Set Me Free,12.14,11.84,11.17,13.44,12.15,3.2,1,12,0,0,1.5,1.5859,84,1019.76,8.5,-0.0008,1,3.79
2025-12-23,Set Me Free,11.61,11.81,11.04,13.51,12.12,3.2,1,12,1,0,1.5,1.711,83,963.63,8.48,-0.0421,1,3.63
2025-12-24,Set Me Free,12.19,11.68,11.12,13.45,12.08,3.2,1,12,2,0,1.5,1.5586,75,914.25,8.46,0.0091,1,3.81
2025-12-25,Set Me Free,12.69,11.63,11.07,13.37,12.02,3.2,1,12,3,0,1.5,1.4374,68,862.92,8.42,0.0557,1,3.97
2025-12-26,Set Me Free,12.28,11.51,11.09,13.25,11.95,3.2,1,12,4,0,1.5,1.5088,81,994.68,8.37,0.0276,1,3.84
2025-12-27,Set Me Free,11.87,11.53,11.06,13.25,11.95,3.2,1,12,5,1,1.5,1.8434,93,1103.91,8.36,-0.0067,1,3.71
2025-12-28,Set Me Free,12.77,11.51,11.02,13.25,11.92,3.2,1,12,6,1,1.5,1.6102,79,1008.83,8.35,0.0713,1,3.99
2025-12-29,Set Me Free,13.06,11.53,11.14,13.31,11.99,3.2,1,12,0,0,1.5,1.3589,61,796.66,8.4,0.0892,1,4.08
2025-12-30,Set Me Free,12.81,11.49,11.11,13.24,11.95,3.2,1,12,1,0,1.5,1.3976,68,871.08,8.36,0.072,1,4.0
2025-12-31,Set Me Free,11.79,11.46,11.07,13.28,11.93,3.2,1,12,2,0,1.5,1.6192,80,943.2,8.35,-0.0117,1,3.68
2026-01-01,Set Me Free,13.08,11.4,11.15,13.41,11.99,3.2,1,1,3,0,1.15,1.0382,46,601.68,8.39,0.0909,1,4.09
2026-01-02,Set Me Free,12.15,11.44,11.11,13.36,11.97,3.2,1,1,4,0,1.15,1.1828,58,704.7,8.38,0.015,1,3.8
2026-01-03,Set Me Free,12.6,11.47,11.07,13.2,11.91,3.2,0,1,5,1,1.15,1.2623,64,806.4,8.34,0.0579,1,3.94
2026-01-04,Set Me Free,12.62,11.52,11.07,13.28,11.96,3.2,1,1,6,1,1.15,1.2672,61,769.82,8.37,0.0552,1,3.94
2026-01-05,Set Me Free,11.84,11.56,11.13,13.35,12.01,3.2,1,1,0,0,1.15,1.2463,65,769.6,8.41,-0.0142,1,3.7
2026-01-06,Set Me Free,12.9,11.57,11.07,13.43,12.02,3.2,1,1,1,0,1.15,1.0698,60,774.0,8.42,0.0732,1,4.03
2026-01-07,Set Me Free,12.9,11.57,11.05,13.38,12.0,3.2,1,1,2,0,1.15,1.0657,53,683.7,8.4,0.075,1,4.03
2026-01-08,Set Me Free,12.51,11.54,11.06,13.34,11.98,3.2,0,1,3,0,1.15,1.1238,61,763.11,8.39,0.0442,1,3.91
2026-01-09,Set Me Free,11.71,11.52,11.0,13.32,11.95,3.2,1,1,4,0,1.15,1.2592,61,714.31,8.36,-0.0201,1,3.66
2026-01-10,Set Me Free,12.36,11.54,11.03,13.36,11.98,3.2,1,1,5,1,1.15,1.3196,70,865.2,8.38,0.0317,1,3.86
2026-01-11,Set Me Free,11.47,11.49,11.08,13.45,12.01,3.2,1,1,6,1,1.15,1.5163,73,837.31,8.4,-0.045,1,3.58
2026-01-12,Set Me Free,12.84,11.41,11.22,13.38,12.0,3.2,1,1,0,0,1.15,1.0759,53,680.52,8.4,0.07,1,4.01
2026-01-13,Set Me Free,11.81,11.36,11.29,13.41,12.02,3.2,1,1,1,0,1.15,1.2528,60,708.6,8.41,-0.0175,1,3.69
2026-01-14,Set Me Free,11.97,11.41,11.34,13.44,12.06,3.2,1,1,2,0,1.15,1.2313,63,754.11,8.44,-0.0075,1,3.74
2026-01-15,Set Me Free,13.08,11.42,11.4,13.46,12.09,3.2,1,1,3,0,1.15,1.0544,50,654.0,8.46,0.0819,1,4.09
2026-01-16,Set Me Free,12.31,11.39,11.41,13.42,12.08,3.2,1,1,4,0,1.15,1.1732,61,750.91,8.45,0.019,1,3.85
2026-01-17,Set Me Free,12.74,11.41,11.36,13.39,12.05,3.2,1,1,5,1,1.15,1.2641,63,802.62,8.44,0.0573,1,3.98
2026-01-18,Set Me Free,11.49,11.49,11.31,13.19,12.0,3.2,1,1,6,1,1.15,1.5092,75,861.75,8.4,-0.0425,1,3.59
2026-01-19,Set Me Free,12.89,11.49,11.33,13.15,11.99,3.2,1,1,0,0,1.15,1.0664,49,631.61,8.39,0.0751,1,4.03
2026-01-20,Set Me Free,11.62,11.45,11.39,13.1,11.98,3.2,1,1,1,0,1.15,1.2833,64,743.68,8.39,-0.0301,1,3.63
2026-01-21,Set Me Free,12.76,11.41,11.41,13.1,11.98,3.2,1,1,2,0,1.15,1.0834,58,740.08,8.38,0.0651,1,3.99
2026-01-22,Set Me Free,12.85,11.36,11.52,13.17,12.02,3.2,0,1,3,0,1.15,1.0761,53,681.05,8.41,0.0691,1,4.02
2026-01-23,Set Me Free,13.03,11.24,11.61,13.23,12.03,3.2,1,1,4,0,1.15,1.0512,55,716.65,8.42,0.0831,1,4.07
2026-01-24,Set Me Free,11.88,11.18,11.62,13.25,12.02,3.2,1,1,5,1,1.15,1.426,70,831.6,8.41,-0.0116,1,3.71
2026-01-25,Set Me Free,12.06,11.19,11.73,13.21,12.04,3.2,1,1,6,1,1.15,1.3932,66,795.96,8.43,0.0017,1,3.77
2026-01-26,Set Me Free,12.14,11.13,11.75,13.29,12.05,3.2,1,1,0,0,1.15,1.1991,56,679.84,8.44,0.0075,1,3.79
2026-01-27,Set Me Free,13.18,11.15,11.74,13.22,12.04,3.2,1,1,1,0,1.15,1.0316,58,764.44,8.43,0.0947,1,4.12
2026-01-28,Set Me Free,12.37,11.09,11.76,13.16,12.0,3.2,0,1,2,0,1.15,1.1504,61,754.57,8.4,0.0308,1,3.87
2026-01-29,Set Me Free,12.01,11.08,11.79,13.08,11.98,3.2,1,1,3,0,1.15,1.2089,60,720.6,8.39,0.0025,1,3.75
2026-01-30,Set Me Free,12.23,11.03,11.77,13.24,12.01,3.2,1,1,4,0,1.15,1.1758,53,648.19,8.41,0.0183,1,3.82
2026-01-31,Set Me Free,12.08,11.06,11.86,13.33,12.08,3.2,1,1,5,1,1.15,1.3971,72,869.76,8.46,0.0,1,3.78
2026-02-01,Set Me Free,12.25,11.02,11.78,13.4,12.07,3.2,0,2,6,1,0.9,1.0637,53,649.25,8.45,0.0149,1,3.83
2026-02-02,Set Me Free,12.74,11.05,11.85,13.45,12.12,3.2,1,2,0,0,0.9,0.8683,40,509.6,8.48,0.0512,1,3.98
2026-02-03,Set Me Free,12.56,11.08,11.82,13.5,12.13,3.2,1,2,1,0,0.9,0.8929,44,552.64,8.49,0.0354,1,3.92
2026-02-04,Set Me Free,12.02,11.04,11.74,13.48,12.09,3.2,1,2,2,0,0.9,0.9601,53,637.06,8.46,-0.0058,1,3.76
2026-02-05,Set Me Free,12.54,11.06,11.74,13.48,12.09,3.2,1,2,3,0,0.9,0.8905,41,514.14,8.47,0.0372,1,3.92
2026-02-06,Set Me Free,12.53,11.12,11.76,13.51,12.13,3.2,1,2,4,0,0.9,0.8964,43,538.79,8.49,0.033,1,3.92
2026-02-07,Set Me Free,11.82,11.08,11.77,13.44,12.1,3.2,1,2,5,1,0.9,1.1392,58,685.56,8.47,-0.0231,1,3.69
2026-02-08,Set Me Free,12.16,10.99,11.74,13.47,12.07,3.2,1,2,6,1,0.9,1.078,48,583.68,8.45,0.0075,1,3.8
2026-02-09,Set Me Free,12.63,10.97,11.76,13.54,12.09,3.2,1,2,0,0,0.9,0.8789,38,479.94,8.47,0.0447,1,3.95
2026-02-10,Set Me Free,12.54,10.85,11.74,13.63,12.08,3.2,1,2,1,0,0.9,0.888,42,526.68,8.45,0.0381,1,3.92
2026-02-11,Set Me Free,12.43,10.84,11.69,13.59,12.04,3.2,1,2,2,0,0.9,0.8975,43,534.49,8.43,0.0324,1,3.88
2026-02-12,Set Me Free,12.61,10.79,11.78,13.65,12.07,3.2,1,2,3,0,0.9,0.8787,45,567.45,8.45,0.0447,1,3.94
2026-02-13,Set Me Free,11.59,10.74,11.71,13.68,12.04,3.2,1,2,4,0,0.9,1.0182,46,533.14,8.43,-0.0374,1,3.62
2026-02-14,Set Me Free,12.51,10.75,11.59,13.65,12.0,3.2,1,2,5,1,0.9,1.0135,51,638.01,8.4,0.0425,1,3.91
2026-02-15,Set Me Free,13.13,10.73,11.66,13.7,12.03,3.2,1,2,6,1,0.9,0.9342,44,577.72,8.42,0.0914,1,4.1
2026-02-16,Set Me Free,11.78,10.77,11.65,13.58,12.0,3.2,1,2,0,0,0.9,0.9826,49,577.22,8.4,-0.0183,1,3.68
2026-02-17,Set Me Free,12.09,10.62,11.68,13.58,11.96,3.2,0,2,1,0,0.9,0.9318,44,531.96,8.37,0.0109,1,3.78
2026-02-18,Set Me Free,13.1,10.64,11.66,13.62,11.97,3.2,1,2,2,0,0.9,0.8081,38,497.8,8.38,0.0944,1,4.09
2026-02-19,Set Me Free,12.01,10.62,11.76,13.64,12.0,3.2,1,2,3,0,0.9,0.9496,42,504.42,8.4,0.0008,1,3.75
2026-02-20,Set Me Free,12.12,10.59,11.81,13.6,12.0,3.2,1,2,4,0,0.9,0.9334,45,545.4,8.4,0.01,1,3.79
2026-02-21,Set Me Free,12.78,10.63,11.81,13.64,12.03,3.2,1,2,5,1,0.9,0.9798,46,587.88,8.42,0.0623,1,3.99
2026-02-22,Set Me Free,12.88,10.63,11.79,13.48,11.97,3.2,1,2,6,1,0.9,0.9576,48,618.24,8.38,0.076,1,4.03
2026-02-23,Set Me Free,12.41,10.65,11.79,13.4,11.95,3.2,1,2,0,0,0.9,0.8877,38,471.58,8.36,0.0385,1,3.88
2026-02-24,Set Me Free,12.49,10.75,11.79,13.35,11.96,3.2,0,2,1,0,0.9,0.8795,43,537.07,8.37,0.0443,1,3.9
2026-02-25,Set Me Free,12.67,10.77,11.78,13.34,11.96,3.2,1,2,2,0,0.9,0.8569,42,532.14,8.37,0.0594,1,3.96
2026-02-26,Set Me Free,11.82,10.78,11.89,13.28,11.98,3.2,1,2,3,0,0.9,0.9741,46,543.72,8.39,-0.0134,1,3.69
2026-02-27,Set Me Free,11.68,10.74,11.81,13.31,11.95,3.2,0,2,4,0,0.9,0.9901,51,595.68,8.36,-0.0226,1,3.65
2026-02-28,Set Me Free,12.33,10.69,11.9,13.25,11.95,3.2,1,2,5,1,0.9,1.0325,53,653.49,8.36,0.0318,1,3.85
2026-03-01,Set Me Free,11.75,10.73,12.01,13.31,12.01,3.2,1,3,6,1,0.95,1.2008,57,669.75,8.41,-0.0216,2,3.67
2026-03-02,Set Me Free,12.45,10.74,12.11,13.41,12.09,3.2,1,3,0,0,0.95,0.9513,45,560.25,8.46,0.0298,2,3.89
2026-03-03,Set Me Free,13.11,10.78,12.17,13.42,12.12,3.2,1,3,1,0,0.95,0.8713,49,642.39,8.49,0.0817,2,4.1
2026-03-04,Set Me Free,12.21,10.67,12.17,13.43,12.09,3.2,0,3,2,0,0.95,0.9854,53,647.13,8.46,0.0099,2,3.82
2026-03-05,Set Me Free,11.68,10.62,12.13,13.48,12.07,3.2,1,3,3,0,0.95,1.0647,51,595.68,8.45,-0.0323,2,3.65
2026-03-06,Set Me Free,12.72,10.54,12.06,13.36,11.99,3.2,1,3,4,0,0.95,0.9019,43,546.96,8.39,0.0609,2,3.98
2026-03-07,Set Me Free,12.33,10.5,12.04,13.43,11.99,3.2,1,3,5,1,0.95,1.0966,61,752.13,8.39,0.0284,2,3.85
2026-03-08,Set Me Free,12.96,10.47,12.05,13.39,11.97,3.2,0,3,6,1,0.95,1.0001,44,570.24,8.38,0.0827,2,4.05
2026-03-09,Set Me Free,11.92,10.52,12.16,13.49,12.06,3.2,0,3,0,0,0.95,1.0241,52,619.84,8.44,-0.0116,2,3.72
2026-03-10,Set Me Free,11.91,10.49,12.11,13.51,12.03,3.2,1,3,1,0,0.95,1.022,53,631.23,8.42,-0.01,2,3.72
2026-03-11,Set Me Free,13.27,10.48,12.18,13.54,12.07,3.2,0,3,2,0,0.95,0.8456,41,544.07,8.45,0.0994,2,4.15
2026-03-12,Set Me Free,12.0,10.41,12.18,13.6,12.06,3.2,1,3,3,0,0.95,1.0125,50,600.0,8.44,-0.005,2,3.75
2026-03-13,Set Me Free,12.01,10.42,12.21,13.66,12.1,3.2,1,3,4,0,0.95,1.0167,48,576.48,8.47,-0.0074,2,3.75
2026-03-14,Set Me Free,12.31,10.4,12.09,13.76,12.08,3.2,0,3,5,1,0.95,1.1158,56,689.36,8.46,0.019,2,3.85
2026-03-15,Set Me Free,11.77,10.44,12.02,13.76,12.07,3.2,0,3,6,1,0.95,1.2076,62,729.74,8.45,-0.0249,2,3.68
2026-03-16,Set Me Free,12.52,10.47,11.99,13.71,12.06,3.2,1,3,0,0,0.95,0.9378,53,663.56,8.44,0.0381,2,3.91
2026-03-17,Set Me Free,12.35,10.49,11.93,13.61,12.01,3.2,1,3,1,0,0.95,0.9537,43,531.05,8.41,0.0283,2,3.86
2026-03-18,Set Me Free,12.25,10.58,11.88,13.58,12.01,3.2,1,3,2,0,0.95,0.9686,43,526.75,8.41,0.02,2,3.83
2026-03-19,Set Me Free,12.67,10.65,11.84,13.54,12.01,3.2,1,3,3,0,0.95,0.9105,42,532.14,8.4,0.055,2,3.96
2026-03-20,Set Me Free,12.26,10.66,11.73,13.57,11.99,3.2,1,3,4,0,0.95,0.9636,46,563.96,8.39,0.0225,2,3.83
2026-03-21,Set Me Free,11.94,10.69,11.79,13.63,12.04,3.2,1,3,5,1,0.95,1.1706,57,680.58,8.43,-0.0083,2,3.73
2026-03-22,Set Me Free,11.89,10.63,11.81,13.59,12.01,3.2,1,3,6,1,0.95,1.1748,58,689.62,8.41,-0.01,2,3.72
2026-03-23,Set Me Free,12.58,10.63,11.85,13.65,12.04,3.2,1,3,0,0,0.95,0.9276,45,566.1,8.43,0.0449,2,3.93
2026-03-24,Set Me Free,12.13,10.59,11.92,13.61,12.04,3.2,1,3,1,0,0.95,0.9897,50,606.5,8.43,0.0075,2,3.79
2026-03-25,Set Me Free,13.07,10.6,11.91,13.72,12.08,3.2,1,3,2,0,0.95,0.8704,42,548.94,8.46,0.082,2,4.08
2026-03-26,Set Me Free,12.08,10.56,12.02,13.59,12.05,3.2,1,3,3,0,0.95,0.9994,44,531.52,8.44,0.0025,2,3.78
2026-03-27,Set Me Free,11.89,10.58,12.03,13.55,12.05,3.2,0,3,4,0,0.95,1.0284,54,642.06,8.44,-0.0133,2,3.72
2026-03-28,Set Me Free,13.1,10.49,12.09,13.51,12.03,3.2,1,3,5,1,0.95,0.9898,51,668.1,8.42,0.0889,2,4.09
2026-03-29,Set Me Free,12.46,10.56,12.07,13.55,12.06,3.2,1,3,6,1,0.95,1.0876,57,710.22,8.44,0.0332,2,3.89
2026-03-30,Set Me Free,13.18,10.51,12.0,13.53,12.01,3.2,1,3,0,0,0.95,0.8491,46,606.28,8.41,0.0974,2,4.12
2026-03-31,Set Me Free,12.58,10.47,11.98,13.53,11.99,3.2,1,3,1,0,0.95,0.9202,47,591.26,8.39,0.0492,2,3.93
2026-04-01,Set Me Free,12.87,10.53,12.1,13.52,12.05,3.2,1,4,2,0,1.0,0.9378,45,579.15,8.43,0.068,2,4.02
2026-04-02,Set Me Free,12.03,10.55,12.14,13.63,12.11,3.2,1,4,3,0,1.0,1.0681,54,649.62,8.47,-0.0066,2,3.76
2026-04-03,Set Me Free,12.91,10.57,12.3,13.63,12.16,3.2,1,4,4,0,1.0,0.9488,44,568.04,8.52,0.0617,2,4.03
2026-04-04,Set Me Free,12.31,10.55,12.31,13.61,12.16,3.2,1,4,5,1,1.0,1.1877,51,627.81,8.51,0.0123,2,3.85
2026-04-05,Set Me Free,12.76,10.65,12.22,13.59,12.15,3.2,1,4,6,1,1.0,1.1127,55,701.8,8.51,0.0502,2,3.99
2026-04-06,Set Me Free,12.55,10.67,12.28,13.55,12.17,3.2,1,4,0,0,1.0,0.9986,52,652.6,8.52,0.0312,2,3.92
2026-04-07,Set Me Free,13.43,10.69,12.38,13.55,12.21,3.2,1,4,1,0,1.0,0.8895,43,577.49,8.55,0.0999,2,4.2
2026-04-08,Set Me Free,13.01,10.65,12.24,13.58,12.16,3.2,1,4,2,0,1.0,0.9347,53,689.53,8.51,0.0699,2,4.07
2026-04-09,Set Me Free,12.14,10.71,12.21,13.62,12.18,3.2,1,4,3,0,1.0,1.0627,57,691.98,8.53,-0.0033,2,3.79
2026-04-10,Set Me Free,12.22,10.68,12.28,13.58,12.18,3.2,1,4,4,0,1.0,1.0495,52,635.44,8.52,0.0033,2,3.82
2026-04-11,Set Me Free,13.06,10.68,12.23,13.65,12.19,3.2,1,4,5,1,1.0,1.0727,56,731.36,8.53,0.0714,2,4.08
2026-04-12,Set Me Free,11.95,10.59,12.24,13.71,12.18,3.2,0,4,6,1,1.0,1.2566,62,740.9,8.53,-0.0189,2,3.73
2026-04-13,Set Me Free,13.02,10.6,12.08,13.7,12.13,3.2,0,4,0,0,1.0,0.9296,44,572.88,8.49,0.0734,2,4.07
2026-04-14,Set Me Free,12.76,10.62,12.05,13.66,12.11,3.2,1,4,1,0,1.0,0.961,47,599.72,8.48,0.0537,2,3.99
2026-04-15,Set Me Free,13.14,10.57,12.03,13.58,12.06,3.2,1,4,2,0,1.0,0.9051,51,670.14,8.44,0.0896,2,4.11
2026-04-16,Set Me Free,12.56,10.55,11.98,13.57,12.03,3.2,1,4,3,0,1.0,0.9775,52,653.12,8.42,0.0441,2,3.92
2026-04-17,Set Me Free,12.63,10.56,11.87,13.51,11.98,3.2,1,4,4,0,1.0,0.9598,45,568.35,8.38,0.0543,2,3.95
2026-04-18,Set Me Free,13.1,10.51,11.86,13.63,12.0,3.2,0,4,5,1,1.0,1.0364,45,589.5,8.4,0.0917,2,4.09
2026-04-19,Set Me Free,11.58,10.45,11.97,13.6,12.0,3.2,1,4,6,1,1.0,1.2957,63,729.54,8.4,-0.035,2,3.62
2026-04-20,Set Me Free,12.69,10.42,11.97,13.63,12.01,3.2,1,4,0,0,1.0,0.9559,48,609.12,8.41,0.0566,2,3.97
2026-04-21,Set Me Free,12.46,10.39,11.95,13.59,11.98,3.2,1,4,1,0,1.0,0.9835,56,697.76,8.38,0.0401,2,3.89
2026-04-22,Set Me Free,11.54,10.4,12.03,13.42,11.95,3.2,1,4,2,0,1.0,1.1241,53,611.62,8.36,-0.0343,2,3.61
2026-04-23,Set Me Free,11.61,10.37,12.09,13.56,12.01,3.2,1,4,3,0,1.0,1.1217,54,626.94,8.4,-0.0333,2,3.63
2026-04-24,Set Me Free,12.35,10.35,12.05,13.45,11.95,3.2,1,4,4,0,1.0,0.9951,49,605.15,8.36,0.0335,2,3.86
2026-04-25,Set Me Free,12.7,10.39,12.09,13.45,11.97,3.2,1,4,5,1,1.0,1.0923,53,673.1,8.38,0.061,2,3.97
2026-04-26,Set Me Free,12.8,10.37,12.12,13.49,12.0,3.2,1,4,6,1,1.0,1.0805,53,678.4,8.4,0.0667,2,4.0
2026-04-27,Set Me Free,11.68,10.31,12.29,13.47,12.02,3.2,1,4,0,0,1.0,1.1123,56,654.08,8.42,-0.0283,2,3.65
2026-04-28,Set Me Free,11.79,10.27,12.31,13.41,12.0,3.2,1,4,1,0,1.0,1.0896,49,577.71,8.4,-0.0175,2,3.68
2026-04-29,Set Me Free,12.92,10.26,12.18,13.36,11.94,3.2,1,4,2,0,1.0,0.9158,48,620.16,8.36,0.0821,2,4.04
2026-04-30,Set Me Free,11.64,10.25,12.12,13.41,11.93,3.2,1,4,3,0,1.0,1.1031,56,651.84,8.35,-0.0243,2,3.64
2026-05-01,Set Me Free,12.71,10.16,12.11,13.33,11.87,3.2,0,5,4,0,1.05,0.9802,54,686.34,8.31,0.0708,2,3.97
2026-05-02,Set Me Free,12.6,10.13,12.11,13.35,11.86,3.2,1,5,5,1,1.05,1.1443,56,705.6,8.31,0.0624,2,3.94
2026-05-03,Set Me Free,12.57,10.04,12.13,13.29,11.82,3.2,1,5,6,1,1.05,1.1418,53,666.21,8.28,0.0635,2,3.93
2026-05-04,Set Me Free,12.66,10.08,12.12,13.24,11.81,3.2,1,5,0,0,1.05,0.9783,53,670.98,8.27,0.072,2,3.96
2026-05-05,Set Me Free,11.42,10.1,12.13,13.15,11.79,3.2,1,5,1,0,1.05,1.1747,51,582.42,8.25,-0.0314,2,3.57
2026-05-06,Set Me Free,12.73,10.1,11.98,13.17,11.75,3.2,0,5,2,0,1.05,0.96,46,585.58,8.23,0.0834,2,3.98
2026-05-07,Set Me Free,11.46,10.1,11.98,13.07,11.72,3.2,1,5,3,0,1.05,1.1541,56,641.76,8.2,-0.0222,2,3.58
2026-05-08,Set Me Free,11.79,10.14,12.04,13.2,11.79,3.2,1,5,4,0,1.05,1.1092,55,648.45,8.25,0.0,2,3.68
2026-05-09,Set Me Free,11.32,10.15,12.15,13.25,11.85,3.2,1,5,5,1,1.05,1.3847,69,781.08,8.3,-0.0447,2,3.54
2026-05-10,Set Me Free,12.19,10.17,12.11,13.35,11.88,3.2,0,5,6,1,1.05,1.2169,61,743.59,8.31,0.0261,2,3.81
2026-05-11,Set Me Free,12.11,10.15,12.04,13.44,11.88,3.2,1,5,0,0,1.05,1.0709,54,653.94,8.31,0.0194,2,3.78
2026-05-12,Set Me Free,12.62,10.08,12.03,13.42,11.85,3.2,0,5,1,0,1.05,0.9894,55,694.1,8.29,0.065,2,3.94
2026-05-13,Set Me Free,11.99,10.13,12.06,13.38,11.86,3.2,1,5,2,0,1.05,1.087,57,683.43,8.3,0.011,2,3.75
2026-05-14,Set Me Free,11.41,10.12,12.0,13.33,11.81,3.2,1,5,3,0,1.05,1.1803,61,696.01,8.27,-0.0339,2,3.57
2026-05-15,Set Me Free,12.72,10.06,12.01,13.27,11.78,3.2,1,5,4,0,1.05,0.9654,48,610.56,8.24,0.0798,2,3.98
2026-05-16,Set Me Free,12.33,10.07,12.04,13.32,11.81,3.2,1,5,5,1,1.05,1.1798,55,678.15,8.27,0.044,2,3.85
2026-05-17,Set Me Free,11.7,10.07,11.94,13.18,11.73,3.2,1,5,6,1,1.05,1.2811,58,678.6,8.21,-0.0026,2,3.66
2026-05-18,Set Me Free,12.73,10.03,11.95,13.23,11.73,3.2,1,5,0,0,1.05,0.9577,49,623.77,8.21,0.0853,2,3.98
2026-05-19,Set Me Free,11.33,10.01,11.79,13.11,11.64,3.2,1,5,1,0,1.05,1.1638,58,657.14,8.15,-0.0266,2,3.54
2026-05-20,Set Me Free,11.15,10.16,11.81,13.1,11.69,3.2,1,5,2,0,1.05,1.2071,56,624.4,8.18,-0.0462,2,3.48
2026-05-21,Set Me Free,11.76,10.15,11.9,13.0,11.68,3.2,1,5,3,0,1.05,1.0959,52,611.52,8.18,0.0068,2,3.68
2026-05-22,Set Me Free,11.87,10.18,11.89,13.09,11.72,3.2,1,5,4,0,1.05,1.0832,52,617.24,8.2,0.0128,2,3.71
2026-05-23,Set Me Free,12.32,10.11,11.84,12.88,11.61,3.2,1,5,5,1,1.05,1.1461,59,726.88,8.13,0.0612,2,3.85
2026-05-24,Set Me Free,12.17,10.12,11.79,12.87,11.59,3.2,1,5,6,1,1.05,1.1682,58,705.86,8.11,0.05,2,3.8
